DN,area_ha
"11",2.121
"4",0.121
"4",0.182
"16",0.121
"4",0.121
"16",0.242
"12",0.182
"16",0.061
"12",0.061
"12",0.424
"11",0.121
"9",0.061
"4",0.061
"16",0.121
"16",0.485
"9",0.242
"12",0.061
"16",0.303
"16",0.121
"1",0.121
"4",0.061
"11",0.061
"12",0.242
"13",0.061
"1",0.121
"12",0.061
"4",0.061
"9",1.091
"12",0.303
"16",0.061
"1",0.121
"12",0.121
"12",0.303
"16",0.182
"12",0.061
"9",0.061
"16",0.061
"12",0.121
"4",0.242
"4",0.485
"12",0.121
"4",0.061
"4",1.151
"12",2.181
"16",0.061
"4",0.424
"11",0.182
"4",0.061
"1",0.242
"11",0.424
"9",0.061
"13",0.061
"9",0.121
"12",0.061
"12",0.061
"16",0.121
"9",0.242
"16",0.061
"4",0.182
"12",0.303
"4",0.485
"16",0.061
"11",0.121
"12",0.121
"4",0.242
"9",0.061
"4",0.545
"16",0.121
"16",0.061
"4",0.061
"12",0.303
"16",0.121
"4",0.485
"4",0.121
"4",0.061
"9",0.061
"1",0.061
"4",0.061
"16",0.121
"12",0.061
"1",0.121
"12",2.666
"4",1.030
"4",0.303
"0",4.605
"12",0.545
"16",0.485
"1",0.242
"4",0.727
"4",0.485
"12",0.121
"4",0.364
"9",0.121
"1",1.636
"12",0.061
"16",0.364
"9",0.061
"9",0.121
"12",0.242
"9",0.121
"16",0.121
"16",0.121
"1",0.848
"4",0.121
"16",0.121
"12",0.061
"16",1.151
"11",0.121
"1",0.061
"3",0.061
"4",0.182
"4",0.061
"12",0.121
"1",0.061
"16",0.121
"13",0.121
"4",0.061
"9",0.061
"12",0.121
"16",0.121
"12",0.545
"9",5.575
"9",0.061
"4",0.182
"13",0.061
"1",0.242
"4",0.061
"16",0.061
"1",0.364
"12",0.061
"12",0.061
"16",1.515
"12",0.121
"16",0.061
"9",0.182
"4",0.545
"4",0.242
"16",0.061
"16",0.121
"11",1.394
"12",0.606
"9",0.182
"4",1.151
"16",0.121
"9",0.061
"16",0.121
"12",0.061
"3",0.121
"12",0.121
"16",0.303
"16",0.364
"16",0.424
"12",1.151
"4",0.061
"9",0.121
"1",0.121
"12",0.061
"12",0.061
"16",0.121
"1",0.061
"12",0.121
"16",4.060
"4",0.061
"16",0.121
"9",0.061
"4",0.061
"4",0.061
"9",0.061
"4",0.121
"16",0.061
"1",0.121
"1",0.061
"9",0.121
"12",5.514
"12",0.061
"12",0.061
"12",0.242
"16",0.061
"16",0.061
"12",0.121
"12",0.061
"11",0.061
"12",0.061
"4",0.121
"1",0.182
"1",0.061
"9",0.061
"12",0.242
"12",0.121
"12",0.061
"4",0.242
"4",0.121
"16",0.061
"11",0.061
"4",0.061
"4",0.061
"12",0.061
"1",0.061
"12",0.121
"16",0.061
"12",0.061
"12",0.121
"16",0.121
"16",0.061
"12",0.061
"4",0.061
"4",1.818
"12",21.994
"1",3.090
"16",0.424
"11",0.424
"12",0.364
"4",0.303
"1",0.303
"12",0.242
"4",0.242
"4",0.061
"9",0.121
"16",0.061
"9",0.061
"12",0.606
"12",0.121
"12",0.303
"16",0.061
"16",7.635
"12",0.182
"16",0.121
"4",0.121
"16",0.182
"12",0.121
"9",0.788
"1",0.061
"9",0.061
"12",0.182
"12",0.121
"12",0.061
"4",0.121
"16",0.121
"16",1.212
"11",0.061
"12",0.061
"1",0.121
"1",0.121
"13",0.061
"9",0.061
"12",0.061
"12",0.061
"12",0.061
"4",0.061
"4",0.424
"4",0.061
"1",0.121
"16",0.121
"4",0.061
"12",0.485
"16",0.061
"16",0.061
"11",0.061
"4",0.061
"1",0.061
"16",0.121
"1",0.061
"13",0.061
"16",0.121
"4",0.061
"12",0.182
"12",0.121
"1",0.121
"1",0.121
"12",0.121
"1",0.121
"4",0.121
"1",0.121
"1",0.121
"16",0.303
"4",0.121
"16",0.424
"16",0.061
"16",0.121
"12",0.061
"16",0.061
"4",0.061
"1",0.121
"9",0.061
"4",0.061
"12",0.061
"12",0.061
"16",0.303
"1",0.061
"1",0.061
"12",0.121
"16",0.061
"9",0.121
"1",0.364
"9",0.121
"4",0.121
"16",0.667
"11",0.061
"11",0.061
"4",0.121
"12",0.182
"1",0.303
"16",0.424
"12",0.606
"4",0.121
"16",0.061
"1",0.061
"12",0.121
"16",2.606
"9",0.121
"12",0.121
"9",0.061
"12",0.121
"16",0.364
"16",0.182
"16",0.121
"11",0.303
"4",0.061
"16",0.121
"4",0.121
"16",0.121
"16",0.061
"1",0.061
"1",0.364
"12",0.061
"1",0.061
"1",0.182
"4",0.303
"4",0.182
"16",0.182
"12",2.485
"1",0.303
"4",0.061
"9",0.121
"16",0.061
"12",0.121
"12",0.182
"11",0.121
"9",0.061
"1",0.121
"13",0.061
"9",0.121
"11",0.061
"9",0.121
"4",0.061
"4",0.121
"12",0.121
"16",0.061
"16",0.121
"16",0.061
"12",0.061
"1",0.182
"16",0.061
"4",0.061
"0",15.816
"4",1.454
"12",1.151
"12",1.515
"12",0.545
"11",0.303
"9",0.242
"4",0.545
"4",0.121
"9",0.242
"12",0.485
"1",1.333
"4",0.061
"16",0.364
"16",0.667
"9",0.061
"12",0.121
"4",0.061
"9",0.061
"1",0.121
"12",0.061
"16",0.061
"4",0.061
"4",0.182
"9",0.364
"16",0.364
"4",0.303
"12",0.061
"16",0.061
"1",0.061
"12",1.030
"16",0.121
"12",0.606
"16",0.364
"11",0.727
"9",0.061
"4",0.061
"4",0.061
"1",0.061
"11",0.121
"9",0.061
"1",0.121
"1",0.061
"12",0.061
"12",0.182
"12",0.182
"1",0.848
"9",0.061
"4",0.121
"11",0.364
"11",0.121
"9",0.061
"4",0.121
"9",0.121
"12",0.121
"1",0.121
"1",0.121
"16",2.545
"16",0.121
"12",0.364
"16",0.242
"12",0.121
"16",0.061
"12",0.061
"16",0.242
"16",0.061
"12",0.121
"16",0.121
"16",0.303
"4",0.121
"9",0.061
"11",0.848
"4",0.121
"16",0.061
"9",0.061
"12",0.121
"3",0.061
"13",0.061
"16",0.303
"16",0.121
"12",0.121
"12",0.182
"16",0.121
"9",0.121
"16",0.121
"16",0.303
"11",0.182
"12",0.121
"3",0.242
"16",0.242
"9",0.121
"16",0.242
"16",0.121
"12",0.121
"12",0.303
"1",0.121
"1",0.364
"1",0.121
"1",0.121
"16",0.061
"16",0.667
"11",0.121
"4",0.121
"4",0.121
"12",1.030
"9",0.121
"9",0.061
"1",0.061
"1",0.242
"12",0.061
"16",0.121
"4",0.667
"1",0.061
"12",0.061
"16",0.121
"9",0.061
"16",0.121
"9",0.121
"9",0.061
"1",0.061
"9",0.121
"16",0.182
"12",0.242
"12",0.061
"12",0.061
"9",0.121
"12",0.061
"16",0.061
"16",0.061
"16",0.061
"9",8.484
"16",0.545
"16",0.727
"12",0.364
"1",0.667
"13",1.818
"1",0.545
"9",0.121
"12",0.121
"1",0.667
"13",2.364
"12",0.182
"12",0.121
"4",0.485
"12",0.121
"9",0.061
"16",0.121
"16",0.061
"16",0.364
"9",0.061
"12",3.394
"9",0.061
"1",0.061
"1",0.121
"12",0.121
"12",0.121
"12",0.182
"1",0.061
"16",0.121
"1",0.242
"16",0.182
"4",0.061
"9",0.121
"9",0.182
"9",0.061
"9",0.121
"4",0.061
"9",0.061
"16",0.061
"1",0.303
"13",0.061
"9",0.061
"1",0.606
"12",0.182
"1",0.061
"12",0.364
"1",0.061
"12",0.485
"1",0.182
"9",0.364
"16",0.061
"16",0.121
"11",2.727
"9",0.121
"4",0.121
"16",0.121
"9",0.121
"9",0.121
"16",0.121
"4",0.121
"16",0.121
"9",0.303
"12",0.242
"12",0.061
"9",0.121
"9",0.121
"12",0.061
"9",0.121
"9",0.364
"4",0.061
"9",0.121
"12",0.364
"9",0.364
"16",0.182
"9",0.061
"4",0.061
"12",0.121
"12",0.121
"9",0.121
"12",0.545
"1",0.061
"4",0.303
"13",0.121
"12",0.182
"9",0.303
"12",0.121
"16",0.061
"4",0.061
"4",0.121
"4",0.242
"1",1.212
"12",0.242
"16",0.121
"12",0.061
"16",0.061
"16",0.121
"11",0.061
"4",0.061
"9",0.242
"9",0.061
"1",0.121
"1",0.121
"1",0.667
"1",0.061
"12",0.121
"1",0.182
"9",0.242
"9",0.061
"9",0.121
"16",0.061
"11",0.121
"1",0.061
"16",0.182
"12",0.061
"9",0.061
"1",0.121
"12",0.061
"16",0.182
"12",0.364
"12",0.182
"4",0.061
"1",0.121
"16",0.121
"9",0.121
"4",0.182
"1",0.121
"9",0.121
"1",0.121
"4",0.121
"9",0.121
"9",0.061
"12",0.061
"9",0.061
"13",0.121
"16",0.182
"9",0.727
"11",0.061
"4",0.121
"16",0.061
"12",4.182
"12",5.394
"12",1.697
"11",0.182
"9",0.485
"4",0.667
"12",0.424
"9",0.061
"16",0.121
"1",0.242
"3",0.061
"16",0.061
"12",1.879
"1",0.182
"4",0.061
"1",0.121
"12",0.485
"12",0.061
"9",0.242
"4",0.788
"12",0.242
"16",2.000
"16",0.061
"11",0.061
"11",0.121
"4",0.061
"16",0.121
"12",0.303
"16",0.242
"1",0.424
"16",0.121
"4",0.121
"1",4.121
"4",0.061
"4",0.061
"9",0.061
"4",0.182
"9",0.121
"11",0.242
"9",1.455
"11",0.061
"16",0.061
"4",0.970
"12",0.970
"16",1.636
"16",0.303
"16",0.061
"1",0.303
"12",0.061
"9",0.121
"1",0.545
"12",0.061
"12",0.121
"9",0.061
"12",0.121
"16",0.121
"16",0.182
"4",0.485
"9",0.121
"4",0.121
"16",0.061
"16",0.121
"4",0.061
"16",0.061
"1",2.485
"4",0.061
"12",2.424
"9",0.121
"9",1.394
"1",0.303
"12",0.182
"11",0.061
"12",0.121
"4",0.061
"16",0.242
"12",0.303
"12",4.242
"11",0.061
"16",0.121
"1",0.061
"16",2.485
"16",0.121
"4",0.061
"4",0.061
"12",0.061
"4",0.121
"12",0.121
"1",0.061
"9",0.303
"9",0.121
"9",0.121
"4",0.061
"4",0.061
"9",0.061
"4",0.061
"9",0.121
"4",0.545
"4",0.121
"12",0.182
"1",0.061
"12",0.121
"16",0.364
"16",0.061
"11",0.121
"11",0.970
"4",0.121
"16",0.061
"4",0.727
"4",0.303
"12",0.061
"1",0.485
"4",0.061
"16",0.061
"12",0.061
"16",0.121
"12",0.242
"12",0.242
"4",0.121
"4",0.121
"4",0.121
"11",0.061
"12",0.061
"9",0.242
"9",0.061
"4",0.061
"16",0.121
"9",0.061
"12",0.121
"11",0.121
"16",0.182
"16",0.121
"16",0.242
"4",0.061
"9",0.182
"4",0.061
"4",0.061
"4",0.121
"4",0.121
"16",2.061
"12",0.667
"9",0.424
"9",0.364
"1",1.091
"4",0.303
"9",1.758
"4",0.061
"13",0.121
"16",0.061
"4",0.303
"12",0.061
"12",0.121
"9",0.121
"4",0.182
"1",1.697
"16",0.121
"16",0.606
"11",0.061
"4",0.061
"4",0.061
"16",0.121
"4",0.061
"4",0.061
"13",0.061
"1",0.121
"12",0.424
"4",59.450
"16",0.121
"4",0.061
"11",0.364
"11",0.121
"4",0.121
"12",0.667
"16",0.364
"16",0.061
"4",0.727
"1",0.909
"9",0.364
"9",0.545
"16",0.242
"12",0.061
"11",0.061
"16",0.061
"16",0.061
"1",1.091
"3",0.303
"16",1.152
"4",0.121
"4",0.667
"4",0.303
"12",0.121
"16",0.182
"4",0.667
"16",0.121
"9",0.364
"16",0.061
"1",0.121
"1",0.061
"4",0.121
"1",0.303
"1",0.182
"4",0.061
"1",0.121
"12",0.061
"1",0.242
"16",0.242
"9",0.121
"4",0.061
"9",0.121
"1",0.909
"9",0.242
"16",0.061
"16",0.061
"11",0.242
"4",0.242
"4",2.182
"1",0.121
"16",0.182
"1",0.303
"12",0.061
"12",0.121
"1",1.091
"12",0.242
"16",0.061
"11",0.121
"4",0.182
"4",0.061
"1",0.242
"16",0.364
"16",0.121
"16",0.121
"1",0.061
"16",0.121
"4",0.242
"4",0.061
"12",0.061
"12",0.121
"12",0.242
"4",0.121
"9",0.424
"12",0.303
"16",0.121
"16",0.121
"12",0.061
"4",0.121
"9",0.424
"4",0.121
"1",0.061
"1",0.121
"1",0.061
"12",0.121
"16",0.061
"4",0.121
"16",0.182
"16",0.121
"11",0.061
"1",0.061
"16",39.753
"1",1.636
"9",0.606
"16",0.303
"12",0.364
"4",0.182
"12",0.667
"1",0.364
"16",0.485
"4",0.121
"1",1.394
"12",1.091
"9",12.606
"9",0.242
"16",4.121
"9",0.303
"4",0.182
"16",0.849
"4",0.545
"4",0.545
"16",0.242
"1",0.182
"16",0.121
"16",0.606
"12",0.182
"4",0.061
"1",0.061
"16",0.364
"4",0.061
"16",0.121
"13",0.061
"12",0.121
"4",0.121
"1",0.061
"1",1.030
"9",0.909
"12",0.061
"16",0.121
"11",0.121
"16",0.303
"12",0.121
"12",0.182
"12",0.303
"12",0.061
"1",0.061
"4",2.788
"4",0.121
"12",1.333
"16",0.121
"16",0.061
"4",0.182
"16",0.242
"9",0.061
"12",0.303
"16",0.182
"16",0.121
"4",0.182
"11",0.061
"9",0.182
"9",0.061
"9",0.061
"3",0.242
"1",0.727
"1",0.121
"12",0.606
"9",0.061
"4",0.121
"9",2.061
"12",0.061
"1",0.182
"12",0.061
"9",1.394
"12",0.121
"16",0.121
"16",0.303
"4",0.182
"4",0.121
"11",0.121
"4",0.182
"1",0.121
"12",0.121
"4",0.121
"1",0.182
"13",0.121
"4",0.182
"9",0.182
"9",0.182
"13",0.121
"12",4.728
"16",2.303
"4",0.121
"4",0.061
"16",0.061
"16",0.303
"4",0.727
"16",2.909
"16",0.061
"9",0.485
"16",0.121
"4",0.061
"16",0.121
"12",0.061
"1",0.121
"4",0.303
"1",0.121
"16",0.424
"9",0.121
"12",0.061
"16",0.121
"9",0.242
"12",0.364
"9",0.121
"9",0.121
"12",0.061
"16",0.121
"16",0.061
"4",0.061
"12",0.061
"4",0.121
"16",0.667
"1",0.182
"16",0.061
"16",0.061
"9",0.061
"12",0.182
"1",2.182
"1",0.667
"16",0.364
"9",0.061
"12",0.121
"4",0.061
"13",0.061
"9",0.061
"12",0.242
"16",0.424
"12",0.121
"4",0.061
"12",0.182
"12",0.121
"1",0.182
"12",0.182
"12",0.121
"16",0.121
"16",0.121
"4",0.061
"9",0.121
"9",0.061
"4",0.061
"4",0.121
"16",0.061
"1",0.121
"1",0.121
"1",0.061
"16",0.121
"4",0.121
"12",0.121
"13",0.121
"1",0.061
"9",4.122
"4",0.242
"16",0.364
"4",2.303
"4",0.121
"1",0.061
"13",0.061
"16",0.121
"4",11.879
"1",0.061
"16",0.061
"1",0.061
"1",0.121
"1",0.121
"1",0.182
"16",0.182
"12",0.182
"1",0.242
"1",0.061
"4",0.061
"16",0.061
"1",0.121
"1",0.061
"12",0.121
"16",0.364
"12",0.242
"16",0.364
"16",0.121
"12",0.121
"16",0.061
"4",0.061
"9",0.061
"16",2.243
"16",31.274
"12",0.182
"16",1.394
"4",0.606
"4",1.637
"11",1.637
"16",0.242
"12",3.819
"4",0.364
"12",0.182
"1",0.121
"3",0.121
"12",0.121
"3",0.061
"1",0.121
"16",0.788
"12",0.121
"9",0.061
"12",0.546
"4",0.121
"9",3.576
"1",0.121
"4",0.303
"16",0.061
"1",0.121
"4",0.303
"16",0.121
"12",0.364
"13",0.061
"16",0.121
"1",8.910
"12",0.061
"16",0.061
"1",0.061
"16",0.121
"4",0.061
"4",0.121
"9",0.182
"1",0.121
"16",0.303
"12",0.061
"16",0.242
"12",0.061
"16",0.788
"16",0.121
"1",0.061
"1",0.303
"13",0.061
"9",1.030
"1",0.606
"9",0.303
"9",0.303
"4",0.121
"11",0.121
"9",0.121
"1",0.121
"9",0.121
"1",0.242
"1",0.121
"3",0.061
"1",0.061
"16",0.606
"16",0.424
"1",0.182
"16",0.061
"1",0.061
"16",0.121
"9",0.727
"16",0.121
"12",0.242
"12",3.334
"9",0.121
"1",0.121
"16",0.061
"16",0.061
"12",0.061
"11",0.364
"9",0.121
"9",0.121
"4",0.061
"16",0.121
"11",0.242
"12",0.061
"1",0.121
"9",0.121
"1",0.061
"12",0.182
"12",0.121
"4",0.061
"4",0.061
"1",0.061
"12",0.121
"4",0.546
"16",0.061
"12",0.121
"12",0.121
"9",0.061
"4",0.061
"11",0.061
"12",0.121
"4",0.061
"12",4.000
"4",0.364
"1",0.121
"9",0.061
"9",0.061
"4",0.121
"9",0.061
"12",0.121
"4",0.121
"9",0.061
"4",0.061
"1",0.061
"4",1.152
"16",0.121
"12",0.061
"9",2.425
"12",0.061
"16",0.182
"16",0.121
"1",0.061
"4",0.546
"16",0.182
"9",0.182
"12",0.061
"1",0.364
"4",0.061
"1",0.121
"16",0.121
"12",0.242
"16",0.242
"16",0.182
"16",0.061
"16",0.061
"1",0.061
"13",0.061
"12",0.121
"12",0.303
"16",0.061
"12",0.364
"12",0.061
"12",0.061
"12",0.546
"1",0.121
"16",0.061
"12",0.121
"16",0.121
"9",0.606
"9",0.061
"16",0.061
"4",0.364
"11",0.182
"12",0.121
"9",0.121
"3",0.061
"9",0.121
"12",0.121
"9",0.364
"16",0.182
"16",0.182
"1",0.061
"4",0.121
"16",0.061
"12",0.121
"16",0.121
"12",0.061
"12",0.121
"1",0.061
"13",0.061
"4",0.121
"9",0.182
"12",0.061
"4",0.061
"1",0.242
"1",0.121
"16",0.121
"1",0.121
"4",0.061
"4",0.121
"16",0.061
"16",0.061
"9",0.121
"11",0.061
"16",0.061
"9",0.303
"4",0.061
"4",0.061
"13",0.121
"1",4.304
"9",0.909
"11",0.485
"16",2.485
"11",0.182
"12",0.788
"12",0.121
"12",0.242
"12",0.242
"16",1.030
"12",2.243
"12",44.427
"16",0.182
"13",0.364
"11",0.303
"12",0.242
"1",3.819
"9",1.030
"12",0.121
"16",0.121
"13",0.061
"16",0.242
"9",0.242
"12",0.121
"12",0.121
"12",0.061
"12",0.849
"12",0.121
"4",0.909
"1",0.182
"4",0.303
"12",0.182
"12",0.061
"12",0.061
"4",0.121
"11",0.121
"1",0.061
"12",1.576
"9",0.061
"12",0.061
"4",0.182
"4",0.061
"12",0.182
"12",0.121
"12",0.727
"4",0.061
"16",0.061
"9",1.152
"12",0.121
"11",0.061
"9",0.121
"4",0.182
"1",1.697
"3",0.121
"3",0.121
"9",0.242
"16",0.121
"4",0.242
"12",0.182
"12",0.121
"12",0.606
"16",0.182
"9",0.061
"16",0.121
"12",0.061
"16",0.242
"9",0.424
"16",0.061
"4",0.061
"16",2.061
"16",1.273
"12",0.121
"11",0.546
"9",0.121
"4",0.182
"4",0.061
"11",0.121
"12",0.061
"4",0.121
"4",0.121
"4",0.061
"9",0.061
"16",0.061
"16",0.061
"16",0.061
"12",0.061
"1",0.909
"12",0.303
"12",0.303
"12",0.242
"16",0.121
"12",0.485
"16",0.121
"12",0.061
"16",0.364
"12",0.182
"16",0.061
"16",0.061
"16",0.727
"9",0.242
"12",0.121
"12",0.121
"9",0.121
"12",0.121
"4",0.061
"11",0.061
"16",0.182
"3",0.121
"9",0.061
"3",0.061
"9",0.061
"12",0.061
"16",0.364
"16",0.424
"9",0.061
"4",0.424
"9",0.121
"12",0.364
"12",0.182
"1",0.121
"9",1.334
"12",0.303
"9",0.061
"12",0.121
"4",0.061
"12",0.061
"12",0.485
"4",0.182
"12",0.364
"4",0.061
"4",0.061
"4",0.121
"11",0.242
"1",0.424
"9",0.242
"4",0.182
"3",0.121
"12",0.061
"12",0.061
"16",0.121
"1",0.121
"16",0.121
"12",0.182
"12",0.061
"16",0.121
"1",0.242
"12",0.182
"12",0.182
"12",0.242
"4",0.061
"9",0.121
"12",0.121
"4",0.242
"4",0.121
"3",0.061
"16",0.061
"9",0.182
"1",0.061
"1",0.061
"13",0.121
"16",0.061
"12",0.424
"12",0.121
"12",0.485
"12",0.121
"12",0.061
"16",0.303
"9",0.121
"4",0.182
"16",0.061
"16",0.061
"11",0.121
"4",0.061
"9",0.242
"1",0.121
"12",0.121
"16",0.121
"3",0.061
"3",0.121
"3",0.121
"12",0.061
"16",0.061
"1",0.061
"1",0.061
"1",0.182
"4",0.061
"16",0.061
"16",0.061
"1",0.061
"4",0.121
"16",0.121
"12",8.789
"4",2.243
"16",1.637
"12",0.970
"12",0.303
"4",0.546
"16",0.182
"9",0.303
"16",0.606
"9",6.547
"4",0.121
"12",0.849
"16",1.273
"13",0.242
"1",0.121
"12",0.364
"16",0.364
"12",0.788
"13",0.121
"9",0.121
"1",0.061
"3",0.182
"9",0.121
"12",0.061
"13",0.303
"1",0.121
"16",0.970
"12",0.061
"9",16.063
"12",0.121
"12",0.727
"16",0.242
"16",0.061
"16",0.121
"13",0.121
"1",0.061
"9",0.121
"12",0.667
"1",0.121
"11",0.061
"11",0.121
"1",0.303
"1",11.638
"3",0.061
"11",0.121
"16",0.061
"16",0.364
"1",0.121
"1",0.424
"1",0.121
"1",0.303
"4",0.121
"16",0.061
"12",0.364
"12",1.152
"16",0.121
"9",1.879
"4",0.242
"4",0.364
"12",0.121
"9",0.242
"11",0.061
"1",0.121
"1",1.212
"13",0.121
"4",0.061
"12",0.242
"4",0.121
"12",0.121
"1",0.061
"1",0.242
"4",0.061
"16",0.485
"12",0.303
"4",0.121
"4",37.156
"12",0.242
"12",0.061
"16",0.667
"4",0.485
"13",0.061
"1",0.121
"4",0.182
"16",0.061
"4",0.788
"16",0.546
"16",0.061
"4",0.061
"4",0.061
"13",0.121
"1",0.121
"9",0.364
"1",0.121
"4",0.485
"12",0.061
"16",0.061
"4",0.121
"9",0.061
"13",0.182
"4",0.061
"16",0.061
"16",0.182
"16",0.061
"4",19.397
"16",0.242
"1",0.061
"11",0.121
"12",1.394
"9",0.121
"1",0.061
"1",0.061
"4",0.061
"1",0.061
"1",0.727
"16",0.061
"4",0.303
"4",0.061
"12",0.121
"4",0.061
"9",0.121
"16",0.424
"16",0.121
"16",0.061
"16",0.121
"4",0.061
"4",0.242
"9",0.242
"11",0.061
"16",0.121
"3",0.061
"12",0.485
"1",0.121
"1",0.242
"12",0.424
"1",0.242
"4",0.121
"16",0.303
"16",0.061
"12",0.242
"16",0.061
"13",0.121
"12",0.061
"9",0.182
"4",0.121
"4",0.121
"12",1.334
"16",0.182
"4",0.242
"9",0.061
"4",0.242
"4",0.121
"11",0.121
"9",0.121
"16",0.121
"3",0.121
"4",0.121
"1",0.061
"3",0.121
"1",0.182
"3",0.061
"12",0.121
"9",0.121
"4",0.061
"9",0.061
"4",0.303
"4",0.061
"16",0.061
"4",0.061
"12",0.061
"13",0.061
"4",0.061
"16",0.121
"12",0.121
"16",0.121
"16",0.182
"16",0.061
"4",0.061
"4",0.121
"12",0.364
"16",0.121
"16",0.121
"15",0.061
"16",0.182
"3",0.061
"9",0.121
"4",0.121
"9",0.061
"1",0.061
"4",0.121
"4",0.121
"4",0.121
"12",0.242
"12",0.061
"16",0.061
"4",0.121
"16",0.303
"11",0.182
"9",0.061
"4",0.182
"9",0.182
"4",16.609
"4",1.091
"12",1.212
"4",0.546
"1",3.092
"1",0.424
"12",0.485
"9",1.394
"12",1.212
"4",1.273
"1",0.303
"4",1.576
"3",0.121
"1",0.303
"9",0.606
"16",0.667
"16",0.121
"16",13.033
"9",0.242
"12",1.819
"4",2.667
"16",0.242
"4",16.791
"3",0.061
"3",0.121
"16",0.121
"12",0.061
"4",0.121
"4",0.242
"9",0.061
"9",0.061
"4",0.242
"4",0.061
"12",0.182
"4",0.061
"9",0.182
"16",0.121
"4",0.061
"9",0.182
"4",0.182
"4",0.121
"11",0.121
"16",0.364
"16",0.061
"9",0.121
"9",0.061
"16",0.061
"4",0.667
"3",0.182
"12",0.242
"4",0.303
"12",0.061
"12",0.121
"9",0.121
"12",2.485
"12",0.061
"16",0.061
"1",0.303
"9",0.061
"16",0.061
"4",0.121
"4",0.182
"12",0.485
"11",0.364
"4",0.061
"12",0.242
"12",0.182
"16",8.244
"12",0.364
"12",0.061
"12",0.061
"4",0.061
"4",0.121
"9",0.121
"16",0.182
"1",0.242
"9",0.061
"9",0.121
"12",0.424
"9",0.242
"1",0.061
"16",2.304
"12",0.121
"9",0.061
"11",0.242
"9",0.121
"4",0.364
"4",0.121
"4",0.061
"9",0.424
"9",0.121
"9",0.121
"16",0.061
"11",0.121
"13",0.061
"4",0.121
"4",0.788
"1",0.121
"9",0.849
"4",0.242
"16",0.061
"9",0.667
"12",0.061
"9",0.364
"4",0.121
"4",0.182
"12",0.061
"11",0.485
"9",0.242
"4",0.061
"4",0.121
"4",0.182
"4",0.121
"4",0.121
"12",0.182
"4",0.424
"12",0.061
"1",0.061
"12",0.606
"12",0.061
"12",0.182
"9",2.000
"9",0.061
"12",0.364
"12",13.154
"4",0.061
"12",0.121
"4",0.606
"4",0.182
"16",0.364
"12",0.061
"12",0.061
"16",0.606
"4",0.061
"13",0.121
"16",0.182
"9",0.061
"9",0.121
"4",0.061
"4",0.121
"9",0.546
"11",0.182
"12",0.364
"4",0.121
"4",0.061
"12",0.303
"11",0.242
"16",0.061
"1",0.061
"1",0.061
"1",0.061
"12",0.182
"4",0.121
"1",0.546
"13",0.061
"9",0.121
"9",0.121
"9",0.546
"9",0.061
"9",0.121
"4",0.061
"11",0.061
"12",0.121
"4",0.121
"4",0.061
"4",0.061
"12",0.121
"9",0.121
"12",0.061
"12",0.061
"1",0.121
"3",0.061
"1",0.061
"16",0.121
"16",0.121
"9",0.182
"16",0.182
"12",0.121
"12",0.061
"9",0.121
"9",0.121
"9",0.121
"4",0.061
"12",0.061
"12",0.061
"16",0.061
"4",0.121
"4",0.061
"4",0.121
"1",6.729
"12",3.152
"9",5.759
"1",0.667
"12",0.364
"4",4.122
"4",0.303
"9",0.121
"4",0.182
"9",0.364
"4",2.728
"9",0.242
"4",0.485
"16",0.121
"1",0.121
"4",0.061
"3",0.303
"16",0.303
"1",0.182
"12",0.242
"1",0.121
"13",0.727
"12",0.121
"16",0.424
"9",0.121
"9",0.061
"1",0.061
"4",0.182
"12",0.061
"16",0.061
"3",0.061
"16",0.061
"1",0.546
"16",0.121
"16",0.121
"12",0.121
"12",0.182
"16",0.182
"12",0.061
"9",0.182
"12",0.061
"9",0.849
"11",0.970
"12",0.061
"4",0.121
"12",0.061
"4",0.121
"12",0.061
"4",2.486
"9",0.061
"16",0.242
"12",0.121
"11",0.121
"12",0.121
"12",5.516
"9",0.061
"16",0.242
"1",0.182
"1",0.121
"1",0.121
"12",0.182
"1",0.061
"16",0.182
"16",0.061
"16",0.061
"9",0.606
"9",0.242
"11",0.364
"4",0.061
"4",0.121
"4",0.242
"4",0.424
"12",0.121
"4",0.364
"9",0.121
"4",0.121
"4",0.121
"9",0.061
"1",0.182
"3",0.121
"16",0.364
"12",0.909
"12",0.061
"4",4.486
"9",0.121
"12",0.061
"4",0.121
"16",0.606
"12",0.788
"9",0.061
"4",0.061
"4",0.061
"9",0.242
"11",0.061
"9",0.182
"4",0.121
"4",0.061
"9",0.061
"12",0.364
"4",0.121
"9",0.121
"12",0.061
"9",0.121
"3",0.061
"9",0.121
"12",0.061
"16",0.121
"16",0.121
"12",0.364
"12",0.182
"12",0.424
"16",0.061
"9",0.242
"9",0.242
"4",0.121
"1",0.061
"4",0.242
"4",0.061
"4",0.242
"4",0.182
"4",0.121
"1",0.121
"11",0.121
"4",0.121
"9",0.061
"12",0.121
"9",0.061
"11",0.303
"4",0.485
"1",0.061
"1",0.242
"4",0.242
"16",0.061
"16",0.061
"9",0.121
"1",0.061
"9",0.121
"12",0.061
"9",0.061
"12",0.121
"1",0.182
"16",0.061
"1",0.061
"9",0.424
"9",0.061
"4",0.242
"4",0.121
"9",0.121
"16",30.128
"9",0.182
"1",0.606
"4",0.121
"16",0.121
"16",0.182
"13",0.121
"1",0.182
"16",0.121
"4",0.061
"12",0.121
"9",0.121
